3.980505297487511029e-01,3.989925342964593113e-01,3.995733749733716422e-01,4.046815653324351558e-01,4.082429444019446407e-01,4.155275734893990602e-01,4.218294484452940196e-01,4.299050940530095843e-01,4.354521652491252226e-01,4.409912447263195645e-01,4.485860961588405971e-01,4.545162425370152803e-01,4.652066440166890970e-01,4.718115133124829441e-01,4.799653122943139394e-01,4.821570071141154656e-01,4.850977960242053300e-01,4.843246813180011046e-01,4.808108525214818130e-01,4.787150128695838447e-01,4.747182078585741039e-01,4.724802083465471370e-01,4.694731945438261889e-01,4.669077254844644642e-01,4.647379601595869048e-01,4.615394269494972335e-01,4.591764784122878140e-01,4.585684167951589174e-01,4.555946154488879074e-01,4.567069281636424449e-01
4.542779274785795351e-01,4.522964539612788215e-01,4.448164778058574242e-01,4.392119189661247702e-01,4.353529824712953911e-01,4.332630343254963989e-01,4.354169162226657619e-01,4.386160494935618104e-01,4.456921483589697530e-01,4.496723062285177264e-01,4.527751479236510335e-01,4.541567515630129392e-01,4.547653041389834172e-01,4.558937639445277412e-01,4.622733194993573491e-01,4.697346483106290549e-01,4.706729615751950035e-01,4.771277247510905539e-01,4.834119251886885849e-01,4.960838274611543142e-01,5.015785842651503401e-01,4.926931111400767449e-01,4.803067923522945648e-01,4.667576466400573665e-01,4.569629541076967172e-01,4.510316803425524768e-01,4.498789635335018744e-01,4.562078775930054064e-01,4.603236492047946271e-01,4.638606439851722385e-01
4.652656227204916561e-01,4.644476216476043362e-01,4.640802025974934963e-01,4.607432917287210827e-01,4.588762752643216203e-01,4.566325297154820717e-01,4.561111041502314833e-01,4.604138128868680013e-01,4.630622176231353748e-01,4.716517425768698146e-01,4.790662393697528998e-01,4.902436265611234134e-01,5.009364373758531386e-01,5.058395114951852456e-01,5.142879403329474464e-01,5.178730354420544302e-01,5.242337072651439556e-01,5.230974057558799295e-01,5.206460937190162674e-01,5.249482069407616081e-01,5.289105630063870578e-01,5.400266530772031004e-01,5.443973096083314367e-01,5.534855441890629280e-01,5.537379993167277359e-01,5.510174259037055045e-01,5.526008409024485424e-01,5.470067626702090902e-01,5.477253241210577883e-01,5.391698798935764536e-01
5.342323477370296558e-01,5.245149448548964699e-01,5.186039913306954574e-01,5.159448718723020910e-01,5.096700178363549050e-01,5.088990988071921961e-01,5.029773032752395956e-01,5.029683341845503364e-01,5.008001235626711178e-01,4.995777087817767637e-01,3.905966107792551156e-01,3.922649980249133250e-01,3.949169212995453648e-01,4.021321979047112194e-01,4.099699557700198227e-01,4.169809571297662387e-01,4.235391671519490586e-01,4.284436550509083119e-01,4.316848289455723631e-01,4.370041679738374540e-01,4.447596720495203826e-01,4.538378919790666544e-01,4.617661226486822201e-01,4.671905723281977174e-01,4.727402983387900548e-01,4.724365948361199941e-01,4.739331010280727341e-01,4.730608399113602758e-01,4.728691659428747585e-01,4.724126833221689026e-01
4.705385115872449120e-01,4.689497869595484758e-01,4.677910604506037018e-01,4.688910901024883060e-01,4.703087337575544424e-01,4.689106920888299612e-01,4.680124465208352902e-01,4.657248328903174084e-01,4.626782332580363644e-01,4.574590043743018697e-01,4.534689364096182729e-01,4.488199653122109112e-01,4.451896701682720447e-01,4.407073977812423493e-01,4.378151683373170400e-01,4.381457927498004778e-01,4.423520553495574603e-01,4.460586945933622260e-01,4.510826764192641392e-01,4.525614717255983521e-01,4.532697253137314419e-01,4.509467717384501029e-01,4.473388061299727880e-01,4.531923629288607813e-01,4.644991450504791786e-01,4.746956237518613619e-01,4.815190697422933042e-01,4.949200731699985312e-01,5.090060369163529330e-01,5.176314245950988102e-01
5.118146624338382189e-01,4.987235494993900176e-01,4.861065982498598004e-01,4.689058279595661460e-01,4.611834817893507577e-01,4.573923430738116025e-01,4.607191438271796002e-01,4.636557777707768224e-01,4.660990344459063905e-01,4.693105962489587668e-01,4.664786729160743661e-01,4.631406619358235943e-01,4.579408259263315628e-01,4.543881568303449470e-01,4.525550801688273950e-01,4.505963907785082156e-01,4.495694139838848358e-01,4.527732931902495039e-01,4.541815904436647955e-01,4.636514136921849882e-01,4.711560287079894493e-01,4.815205789861396468e-01,4.882090385706279179e-01,4.908725993881715155e-01,5.000650399830286474e-01,4.994034093011849862e-01,5.055068095994554866e-01,5.025236254842120331e-01,5.069314403261837576e-01,5.077443499740472710e-01
5.093492853353462912e-01,5.203497409612243274e-01,5.204262168926310217e-01,5.299524322192050718e-01,5.284912750638461887e-01,5.328977943199859624e-01,5.311125634159465925e-01,5.245605131088595385e-01,5.240483430269557985e-01,5.164100053696332182e-01,5.160386040978073297e-01,5.111841894547741738e-01,5.072564959925474071e-01,5.037849169318953102e-01,4.966319557322886880e-01,4.944232228223182091e-01,4.908241308403109571e-01,4.918926482080303586e-01,4.910640551527274411e-01,4.903461096733883195e-01,3.864370438204307590e-01,3.899825303704016477e-01,3.965449044509075094e-01,4.045333503132599873e-01,4.129824064873197642e-01,4.214626840069719549e-01,4.286718418102788419e-01,4.321806519164175242e-01,4.363836141817394321e-01,4.427601239733851557e-01
4.479915813690071857e-01,4.573492387058868403e-01,4.642386822931898749e-01,4.671698065875649064e-01,4.681124293797402913e-01,4.679552952749430617e-01,4.689426316890239477e-01,4.689569513219034036e-01,4.698482416396423389e-01,4.688286019521514802e-01,4.687567855838246089e-01,4.686283907549206873e-01,4.707473509315249771e-01,4.721482928941469481e-01,4.749416214069848152e-01,4.730694135074271500e-01,4.688467310619683914e-01,4.617539123204554841e-01,4.572038876132875629e-01,4.507000376450642776e-01,4.479298023814415330e-01,4.431450266133545313e-01,4.416425470888292182e-01,4.406182978433257347e-01,4.413182687739647392e-01,4.428513968587672878e-01,4.482540534208148131e-01,4.530224911696736356e-01,4.600001800628357174e-01,4.593447409174942209e-01
4.573092619276195592e-01,4.505202648825719081e-01,4.457996137942936699e-01,4.506939824860181076e-01,4.666675375089663902e-01,4.811303394417256740e-01,4.947845867133828790e-01,5.095679984074403812e-01,5.206725918587160606e-01,5.245311055834318559e-01,5.150134274856030814e-01,5.003654158757724346e-01,4.905793878577826561e-01,4.786575343177972286e-01,4.756356099132208470e-01,4.702276164467287245e-01,4.735165406346517614e-01,4.769044839474574360e-01,4.797304430395996633e-01,4.803216847704891990e-01,4.736007582596437615e-01,4.672464870851555929e-01,4.583457942359929760e-01,4.531804526310372339e-01,4.490397057611401621e-01,4.451279093643671914e-01,4.422040312588206845e-01,4.434849883356584144e-01,4.438669634062391012e-01,4.522916807503190029e-01
4.567031459621961886e-01,4.642567841275155871e-01,4.693491365180229025e-01,4.727376071569917571e-01,4.805104038940948286e-01,4.808665308908492975e-01,4.841185877065017351e-01,4.804001654504990171e-01,4.882468514932600812e-01,4.921390822710129953e-01,4.955846768803828795e-01,5.015308248800609547e-01,5.020166195619752969e-01,5.068405629354240105e-01,5.039419146592365450e-01,5.048936611032179833e-01,5.070672904560153960e-01,5.034014780766202790e-01,5.057325870237701082e-01,4.996423971550703058e-01,4.998884493611761570e-01,4.959101916841817115e-01,4.910194324491259366e-01,4.892597995935767941e-01,4.822896841951376246e-01,4.827241464026155171e-01,4.777427779857967849e-01,4.782829963644834592e-01,4.765570305569042375e-01,4.752749006339449522e-01
