7.926889657974243164e-01,7.792263031005859375e-01,7.659442424774169922e-01,7.534612417221069336e-01,7.421127557754516602e-01,7.320035696029663086e-01,7.230737209320068359e-01,7.151694297790527344e-01,7.080907821655273438e-01,7.016354203224182129e-01,6.956182122230529785e-01,6.898831725120544434e-01,6.843077540397644043e-01,6.788010597229003906e-01,6.732974052429199219e-01,6.677478551864624023e-01,6.621121168136596680e-01,6.563488841056823730e-01,6.504173278808593750e-01,6.442760229110717773e-01,6.378895044326782227e-01,6.312404870986938477e-01,6.243329644203186035e-01,6.172046661376953125e-01,6.099306344985961914e-01,6.026263236999511719e-01,5.954446792602539062e-01,5.885691642761230469e-01,5.821993947029113770e-01,5.765245556831359863e-01
5.716949701309204102e-01,5.677996277809143066e-01,5.648407936096191406e-01,5.627369880676269531e-01,5.613394975662231445e-01,5.604598522186279297e-01,5.599055886268615723e-01,5.595080256462097168e-01,5.591380596160888672e-01,5.587135553359985352e-01,5.581971406936645508e-01,5.575944185256958008e-01,5.569440722465515137e-01,5.563082098960876465e-01,5.557615160942077637e-01,5.553758740425109863e-01,5.552076101303100586e-01,5.552880167961120605e-01,5.556162595748901367e-01,5.561602115631103516e-01,5.568611621856689453e-01,5.576447248458862305e-01,5.584319829940795898e-01,5.591526031494140625e-01,5.597559213638305664e-01,5.602195262908935547e-01,5.605553984642028809e-01,5.608098506927490234e-01,5.610556602478027344e-01,5.613779425621032715e-01
5.618560314178466797e-01,5.625488758087158203e-01,5.634847879409790039e-01,5.646606683731079102e-01,5.660465955734252930e-01,5.675967931747436523e-01,5.692620277404785156e-01,5.710021257400512695e-01,5.727962255477905273e-01,5.746488571166992188e-01,5.765945911407470703e-01,5.786931514739990234e-01,5.810095071792602539e-01,5.835762023925781250e-01,5.863530635833740234e-01,5.892609357833862305e-01,5.923038125038146973e-01,5.956461429595947266e-01,5.995553135871887207e-01,6.042859554290771484e-01,6.099905371665954590e-01,6.166807413101196289e-01,6.242377758026123047e-01,6.324427127838134766e-01,6.410193443298339844e-01,6.496944427490234375e-01,6.582370996475219727e-01,6.664860248565673828e-01,6.743532419204711914e-01,6.818222403526306152e-01
6.889349222183227539e-01,6.957769393920898438e-01,7.024664282798767090e-01,7.091382741928100586e-01,7.159294486045837402e-01,7.229776382446289062e-01,7.304168939590454102e-01,7.383763194084167480e-01,7.469829320907592773e-01,7.563563585281372070e-01,7.812987565994262695e-01,7.667947411537170410e-01,7.526969313621520996e-01,7.395270466804504395e-01,7.275403738021850586e-01,7.167833447456359863e-01,7.071618437767028809e-01,6.985106468200683594e-01,6.906445622444152832e-01,6.833943128585815430e-01,6.766220331192016602e-01,6.702204346656799316e-01,6.641080379486083984e-01,6.582185626029968262e-01,6.524918079376220703e-01,6.468684673309326172e-01,6.412877440452575684e-01,6.356845498085021973e-01,6.299970149993896484e-01,6.241704225540161133e-01
6.181648969650268555e-01,6.119681000709533691e-01,6.055993437767028809e-01,5.991190671920776367e-01,5.926309227943420410e-01,5.862801074981689453e-01,5.802453160285949707e-01,5.747221708297729492e-01,5.699037909507751465e-01,5.659457445144653320e-01,5.629385709762573242e-01,5.608870387077331543e-01,5.596988201141357422e-01,5.592023134231567383e-01,5.591725111007690430e-01,5.593726634979248047e-01,5.595867633819580078e-01,5.596473813056945801e-01,5.594474077224731445e-01,5.589412450790405273e-01,5.581399202346801758e-01,5.571001768112182617e-01,5.559108853340148926e-01,5.546780228614807129e-01,5.535089373588562012e-01,5.524969100952148438e-01,5.517078042030334473e-01,5.511757135391235352e-01,5.508967638015747070e-01,5.508353710174560547e-01
5.509306192398071289e-01,5.511087179183959961e-01,5.512949228286743164e-01,5.514256954193115234e-01,5.514576435089111328e-01,5.513758659362792969e-01,5.511996746063232422e-01,5.509821772575378418e-01,5.508031845092773438e-01,5.507560968399047852e-01,5.509291887283325195e-01,5.513905882835388184e-01,5.521779060363769531e-01,5.532942414283752441e-01,5.547136068344116211e-01,5.563893914222717285e-01,5.582661628723144531e-01,5.602957010269165039e-01,5.624481439590454102e-01,5.647188425064086914e-01,5.671312808990478516e-01,5.697175264358520508e-01,5.724782943725585938e-01,5.753465890884399414e-01,5.782168507575988770e-01,5.810681581497192383e-01,5.840600728988647461e-01,5.874876976013183594e-01,5.916564464569091797e-01,5.967850685119628906e-01
6.029564142227172852e-01,6.101131439208984375e-01,6.180891394615173340e-01,6.266453862190246582e-01,6.355160474777221680e-01,6.444562077522277832e-01,6.532658338546752930e-01,6.618026494979858398e-01,6.699735522270202637e-01,6.777347326278686523e-01,6.850803494453430176e-01,6.920361518859863281e-01,6.986596584320068359e-01,7.050326466560363770e-01,7.112491130828857422e-01,7.174134254455566406e-01,7.236304879188537598e-01,7.300003767013549805e-01,7.366226911544799805e-01,7.435922622680664062e-01,7.677859067916870117e-01,7.524587512016296387e-01,7.377157211303710938e-01,7.239874601364135742e-01,7.114585638046264648e-01,7.001270055770874023e-01,6.898766160011291504e-01,6.805462837219238281e-01,6.719758510589599609e-01,6.640387773513793945e-01
6.566480398178100586e-01,6.497446298599243164e-01,6.432826519012451172e-01,6.372106075286865234e-01,6.314647197723388672e-01,6.259686946868896484e-01,6.206396818161010742e-01,6.153929829597473145e-01,6.101528406143188477e-01,6.048594713211059570e-01,5.994784235954284668e-01,5.940079092979431152e-01,5.884848237037658691e-01,5.829893350601196289e-01,5.776427388191223145e-01,5.726023316383361816e-01,5.680463314056396484e-01,5.641552209854125977e-01,5.610844492912292480e-01,5.589330792427062988e-01,5.577180385589599609e-01,5.573610067367553711e-01,5.576922893524169922e-01,5.584734678268432617e-01,5.594347715377807617e-01,5.603169798851013184e-01,5.609046220779418945e-01,5.610494613647460938e-01,5.606800317764282227e-01,5.597994327545166016e-01
5.584732294082641602e-01,5.568148493766784668e-01,5.549638271331787109e-01,5.530661344528198242e-01,5.512562990188598633e-01,5.496411323547363281e-01,5.482900142669677734e-01,5.472311973571777344e-01,5.464522838592529297e-01,5.459079742431640625e-01,5.455307960510253906e-01,5.452424287796020508e-01,5.449678897857666016e-01,5.446439981460571289e-01,5.442287921905517578e-01,5.437082648277282715e-01,5.431032180786132812e-01,5.424681901931762695e-01,5.418867468833923340e-01,5.414575338363647461e-01,5.412763357162475586e-01,5.414224863052368164e-01,5.419453382492065430e-01,5.428611636161804199e-01,5.441567897796630859e-01,5.457955598831176758e-01,5.477311611175537109e-01,5.499191284179687500e-01,5.523291826248168945e-01,5.549471974372863770e-01
5.577640533447265625e-01,5.607397556304931641e-01,5.637649893760681152e-01,5.666896700859069824e-01,5.694460868835449219e-01,5.721601247787475586e-01,5.751270055770874023e-01,5.786911249160766602e-01,5.831308960914611816e-01,5.886017084121704102e-01,5.951216816902160645e-01,6.025858521461486816e-01,6.108042001724243164e-01,6.195411682128906250e-01,6.285527348518371582e-01,6.376259326934814453e-01,6.465888023376464844e-01,6.553148031234741211e-01,6.637119054794311523e-01,6.717200279235839844e-01,6.793043613433837891e-01,6.864497065544128418e-01,6.931665539741516113e-01,6.994889378547668457e-01,7.054671049118041992e-01,7.111700773239135742e-01,7.166744470596313477e-01,7.220579981803894043e-01,7.273985743522644043e-01,7.327700853347778320e-01
